G000296235	G000022725
G000296235	G000046705
G000296235	G000196435
G000296235	G000273375
G000296235	G000278115
G000296235	G000278135
G000296235	G000278155
G000296235	G000278195
G000296235	G000278215
G000296235	G000278295
G000296235	G000280015
G000296235	G000294715
G000296235	G000312545
G000296235	G000312565
G000296235	G000341385
G000296235	G000385415
G000296235	G000518105
G000296235	G000689355
G000296235	G000706625
G000296235	G000708545
G000296235	G001932165
G000296235	G001932175
G000296235	G001932215
G000296235	G001932225
G000296235	G001932235
G000296235	G000273375
G000296235	G000278115
G000296235	G000278295
G000296235	G000280015
G000296235	G000312525
G000340945	G000092985
G000340945	G000294515
G000340945	G000341065
G000340945	G000341085
G000340945	G000341125
G000340945	G000341145
G000340945	G001279585
G000340945	G000092985
G000340945	G000341065
G000341585	G000332315
G000341585	G000332315
G000390045	G000185885
G000390045	G001188915
G000390045	G000185885
G000411595	G000196735
G000411595	G000275785
G000411595	G000740715
G000411595	G000746035
G000411595	G001440465
G000411595	G001461825
G000411595	G001461845
G000411595	G001517185
G000411595	G001587325
G000411595	G001617995
G000411595	G001687195
G000411595	G001975995
G000411595	G900156245
G000411595	G000196735
G000411595	G000275785
G000411595	G000740715
G000411595	G000746035
G000411595	G001440465
G000411595	G001461825
G000411595	G001461845
G000411595	G001517185
G000411595	G001587325
G000411595	G001617995
G000411595	G001687195
G000411595	G001975995
G000411595	G900156245
G000421085	G000006965
G000421085	G000017145
G000421085	G000018545
G000421085	G000261485
G000421085	G000697965
G000421085	G001695855
G000421085	G001889105
G000421085	G000006965
G000421085	G000017145
G000438515	G000407245
G000438515	G000407545
G000438515	G001808965
G000502035	G000008685
G000502035	G000181895
G000502035	G000222305
G000502035	G000300045
G000502035	G000304735
G000502035	G000501015
G000502035	G000501215
G000502035	G000501235
G000502035	G000501275
G000502035	G000501595
G000502035	G000501615
G000502035	G000501675
G000502035	G000501695
G000502035	G000501735
G000502035	G000501755
G000502035	G000501875
G000502035	G000501895
G000502035	G000501915
G000502035	G000691545
G000502035	G000714705
G000502035	G000739475
G000502035	G001922545
G000502035	G000008685
G000502035	G000181895
G000502035	G000222305
G000502035	G000300045
G000502035	G000304735
G000502035	G000500975
G000502035	G000501015
G000502035	G000501155
G000502035	G000501215
G000502035	G000501235
G000502035	G000501275
G000502035	G000501595
G000502035	G000501615
G000502035	G000501675
G000502035	G000501695
G000502035	G000501735
G000502035	G000501755
G000502035	G000501875
G000502035	G000501895
G000502035	G000501915
G000502035	G000502095
G000502035	G000691545
G000502035	G000714705
G000502035	G000739475
G000502035	G001922545
G000719825	G000009765
G000719825	G000010605
G000719825	G000091305
G000719825	G000092385
G000719825	G000147815
G000719825	G000156435
G000719825	G000158915
G000719825	G000158935
G000719825	G000158955
G000719825	G000203835
G000719825	G000204605
G000719825	G000253235
G000719825	G000317595
G000719825	G000331005
G000719825	G000349325
G000719825	G000376565
G000719825	G000429085
G000719825	G000444875
G000719825	G000497425
G000719825	G000497445
G000719825	G000695235
G000719825	G000716215
G000719825	G000716675
G000719825	G000716805
G000719825	G000717345
G000719825	G000718095
G000719825	G000718315
G000719825	G000718595
G000719825	G000719335
G000719825	G000719955
G000719825	G000720455
G000719825	G000720475
G000719825	G000721105
