T1738	0.0274795
T67	0.0685575
T16	0.136383
T6	0.222566
T0	0.420245
N0	0.583968
T5	0.287443
T1	0.413957
N1	0.50755
T4	0.36967
T2	0.511413
N2	0.601849
T3	0.480441
N3	0.539905
T15	0.209984
T7	0.401978
N7	0.572598
T14	0.252177
T8	0.385361
N8	0.495726
T13	0.314162
T9	0.446976
N9	0.538624
T12	0.402778
T10	0.502258
N10	0.552287
T11	0.51031
N11	0.568391
T66	0.105254
T21	0.188161
T17	0.49865
N17	0.747329
T20	0.312522
T18	0.509722
N18	0.642372
T19	0.490748
N19	0.604424
T42	0.159172
T24	0.403562
T22	0.619294
N22	0.621457
T23	0.622178
N23	0.627226
T41	0.209992
T29	0.353137
T25	0.594409
N25	0.710535
T28	0.587643
T26	0.703992
N26	0.708979
T27	0.713764
N27	0.728523
T40	0.25531
T32	0.323476
T30	0.519145
N30	0.671965
T31	0.511364
N31	0.656404
T39	0.29998
T33	0.496447
N33	0.673562
T38	0.346331
T34	0.506148
N34	0.636965
T37	0.406522
T35	0.591391
N35	0.743067
T36	0.548661
N36	0.657608
T65	0.148008
T43	0.426161
N43	0.682659
T64	0.177994
T44	0.447532
N44	0.706741
T63	0.194321
T45	0.464048
N45	0.725777
T62	0.213526
T46	0.495678
N46	0.764623
T47	0.456594
N47	0.686454
T61	0.241338
T48	0.473079
N48	0.688215
T49	0.500423
N49	0.742904
T50	0.464864
N50	0.671786
T51	0.496564
N51	0.735185
T52	0.452821
N52	0.6477
T55	0.320328
T53	0.537749
N53	0.690785
T54	0.511765
N54	0.638816
T60	0.31431
T56	0.539608
N56	0.706539
T59	0.400689
T57	0.603078
N57	0.775456
T58	0.577013
N58	0.723326
T706	0.0858495
T76	0.163237
T68	0.393483
N68	0.577233
T75	0.273402
T69	0.446962
N69	0.554853
T74	0.35963
T70	0.467226
N70	0.552262
T73	0.430942
T71	0.538023
N71	0.594352
T72	0.544367
N72	0.60704
T91	0.332029
T79	0.55693
T77	0.61142
N77	0.654299
T78	0.62202
N78	0.675499
T90	0.557978
T80	0.598277
N80	0.625916
T89	0.578729
T83	0.609289
T81	0.631283
N81	0.630809
T82	0.634719
N82	0.63768
T88	0.630384
T84	0.673813
N84	0.673677
T87	0.672963
T85	0.672979
N85	0.671979
T86	0.674841
N86	0.675704
T170	0.283689
T106	0.492976
T92	0.574682
N92	0.61205
T105	0.558368
T95	0.617545
T93	0.657538
N93	0.659407
T94	0.658001
N94	0.660332
T99	0.601579
T96	0.678829
N96	0.73392
T97	0.654958
N97	0.686179
T98	0.672094
N98	0.720451
T104	0.604329
T100	0.652049
N100	0.67486
T103	0.639257
T101	0.675812
N101	0.700347
T102	0.663443
N102	0.67561
T131	0.471033
T115	0.509364
T109	0.536843
T107	0.596085
N107	0.643784
T108	0.603736
N108	0.659086
T114	0.546629
T110	0.591367
N110	0.614777
T113	0.583176
T111	0.607674
N111	0.614951
T112	0.605836
N112	0.611275
T130	0.512998
