sample_id	Taxon ID	Scientific name	Taxonomic rank	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size (seq)	Filtered
marmgCAMI2_short_read_pooled_gold_standard_assembly	2	Bacteria	superkingdom	0.999607119066833	0.9865869604372915	2385425000	2384487812	2416905866	0.9981786642927275	0.9906063582132985	1418739	1416155	1429584	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	2157	Archaea	superkingdom	0.999017429699946	0.9629830038242453	155453508	155300764	161270514	0.997514453990382	0.9713887317644273	148056	147688	152038	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	10239	Viruses	superkingdom		0.0	0	0	623753		0.0	0	0	51	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	1297	Deinococcus-Thermus	phylum	0.9918696721432161	1.0	4550493	4513496	4513496	0.9715465810004589	1.0	2179	2117	2117	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	32066	Fusobacteria	phylum	0.9694934066944267	1.0	3230777	3132217	3132217	0.010830324909747292	1.0	277	3	3	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	508458	Synergistetes	phylum	0.9983185062664099	1.0	2002981	1999613	1999613	0.2222222222222222	1.0	9	2	2	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	1930617	Calditrichaeota	phylum	0.9998525797736236	1.0	4978964	4978230	4978230	0.7857142857142857	1.0	14	11	11	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	203691	Spirochaetes	phylum	0.9849147482261277	1.0	6439866	6342719	6342719	0.05426356589147287	1.0	258	14	14	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	200783	Aquificae	phylum	0.9988174537013639	1.0	4926657	4920831	4920831	0.9940369707811568	1.0	3354	3334	3334	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	200940	Thermodesulfobacteria	phylum	0.9982784988160244	1.0	1831541	1828388	1828388	0.9978233830845771	1.0	3216	3209	3209	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	203682	Planctomycetes	phylum	0.9842438585824647	1.0	3827333	3767029	3767029	0.9594594594594594	1.0	1776	1704	1704	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	200930	Deferribacteres	phylum	0.999811627199086	1.0	7808983	7807512	7807512	0.9988207547169812	1.0	5088	5082	5082	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	134625	Kiritimatiellaeota	phylum	0.9996858689716126	1.0	2629476	2628650	2628650	0.9993222636394442	1.0	2951	2949	2949	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	200918	Thermotogae	phylum	0.9992893838235128	0.9999285099503086	30569245	30547522	30549706	0.998359789830697	0.9998329528370177	35971	35912	35918	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	74201	Verrucomicrobia	phylum	0.9663254144940455	0.9999117609686998	1759012	1699778	1699928	0.9899258696065387	0.9998080245728547	5261	5208	5209	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	201174	Actinobacteria	phylum	0.9924911763851	0.9952587253284648	187779614	186369610	187257449	0.9844853336519506	0.9953071208552274	167390	164793	165570	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1090	Chlorobi	phylum	0.9997661377910838	0.9909662158137412	9817747	9815451	9904930	0.9979405034324943	0.974307417336908	4370	4361	4476	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1224	Proteobacteria	phylum	0.998296476690289	0.9870893430322277	1595772118	1593053683	1613890064	0.9954561188067296	0.9836039146702102	907154	903032	918085	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1117	Cyanobacteria	phylum	0.9969041786389071	0.9821874126361401	99315162	99007700	100803267	0.9937555502304667	0.9683134863405991	70943	70500	72807	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	976	Bacteroidetes	phylum	0.9969344142424451	0.9819149250565254	290083224	289193949	294520372	0.9801306041073555	0.9793777012425716	118373	116021	118464	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	28890	Euryarchaeota	phylum	0.9990572149559864	0.9786408149529499	130470886	130347880	133192769	0.9976626092151445	0.9778657746612892	133910	133597	136621	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	28889	Crenarchaeota	phylum	0.9993715637270222	0.9778776829449167	14731804	14722546	15055611	0.9968553459119497	0.923850709786594	9858	9827	10637	False
