sample_id	Taxon ID	Scientific name	Taxonomic rank	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size (seq)	Filtered
marmgCAMI2_short_read_pooled_gold_standard_assembly	2	Bacteria	superkingdom	0.9902597165521296	0.8122681940646174	1982485736	1963175763	2416905866	0.9687120869710018	0.22788027845862852	336296	325774	1429584	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	2157	Archaea	superkingdom	0.9989783184118304	0.5574235349680847	89987919	89895980	161270514	0.9966437321698272	0.07812520554072008	11918	11878	152038	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	10239	Viruses	superkingdom		0.0	0	0	623753		0.0	0	0	51	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	508458	Synergistetes	phylum	1.0	1.0	1999613	1999613	1999613	1.0	1.0	2	2	2	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	203691	Spirochaetes	phylum	0.9706061484341836	1.0	6534802	6342719	6342719	0.21875	1.0	64	14	14	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	544448	Tenericutes	phylum	0.5193187375374688	1.0	3617343	1878554	1878554	0.0035211267605633804	1.0	568	2	2	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	976	Bacteroidetes	phylum	0.9700170947777708	0.8101463690939519	245979799	238604610	294520372	0.9581010087987881	0.2509369935170178	31027	29727	118464	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1224	Proteobacteria	phylum	0.9943717179776209	0.8049165032842038	1306399532	1299046747	1613890064	0.9833106917979101	0.20735117118785298	193597	190366	918085	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1297	Deinococcus-Thermus	phylum	0.9990042041369478	0.7352743859748629	3321966	3318658	4513496	0.9942196531791907	0.2437411431270666	519	516	2117	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	651137	Thaumarchaeota	phylum	0.9970823910008918	0.732348713633768	9204112	9177258	12531268	0.9884488448844885	0.25068005858966314	1212	1198	4779	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1239	Firmicutes	phylum	0.8907169172056997	0.7104460573122854	102452765	91256411	128449458	0.7806971631948079	0.1751629381715695	19106	14916	85155	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1117	Cyanobacteria	phylum	0.9930921476109627	0.6937870178354437	70422466	69935998	100803267	0.9774856203779786	0.16339088274479102	12170	11896	72807	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	1090	Chlorobi	phylum	0.9997429500442697	0.685588691691915	6792454	6790708	9904930	0.9974226804123711	0.08646112600536193	388	387	4476	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	201174	Actinobacteria	phylum	0.9803393134638904	0.6842271038307266	130696199	128126622	187257449	0.9601587713766369	0.15632662922026938	26957	25883	165570	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	203682	Planctomycetes	phylum	0.9982427419645276	0.6769416959625211	2554548	2550059	3767029	0.9950433705080545	0.47124413145539906	807	803	1704	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	28889	Crenarchaeota	phylum	0.859187125632515	0.6584719809777232	11538462	9913698	15055611	0.9905660377358491	0.08884083858230704	954	945	10637	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	200783	Aquificae	phylum	0.9948929765483321	0.6208678981253369	3070869	3055186	4920831	0.9821717990275527	0.1817636472705459	617	606	3334	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	28890	Euryarchaeota	phylum	0.9981690016125623	0.5083800908140892	67836761	67712552	133192769	0.996351886595789	0.06996728175024337	9594	9559	136621	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	200918	Thermotogae	phylum	0.996667008114699	0.45480516244575314	13940628	13894164	30549706	0.9972991222147198	0.08224288657497633	2962	2954	35918	False
marmgCAMI2_short_read_pooled_gold_standard_assembly	200930	Deferribacteres	phylum	1.0	0.4235086670375915	3306549	3306549	7807512	1.0	0.0885478158205431	450	450	5082	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	200940	Thermodesulfobacteria	phylum	1.0	0.09710192803715623	177540	177540	1828388	1.0	0.03677157993144282	118	118	3209	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	134625	Kiritimatiellaeota	phylum	1.0	0.003424951971544329	9003	9003	2628650	1.0	0.00033909799932180403	1	1	2949	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	74201	Verrucomicrobia	phylum	0.0	0.0	66591	0	1699928	0.0	0.0	2	0	5209	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	32066	Fusobacteria	phylum	0.0	0.0	1076	0	3132217	0.0	0.0	1	0	3	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	57723	Acidobacteria	phylum		0.0	0	0	5570287		0.0	0	0	4639	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	1930617	Calditrichaeota	phylum		0.0	0	0	4978230		0.0	0	0	11	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	192989	Nanoarchaeota	phylum		0.0	0	0	490866		0.0	0	0	1	True
marmgCAMI2_short_read_pooled_gold_standard_assembly	84992	Acidimicrobiia	class	1.0	1.0	4830178	4830178	4830178	1.0	1.0	1	1	1	False
