sample_id	Taxon ID	Scientific name	Taxonomic rank	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size (seq)	Filtered
strmgCAMI2_short_read_pooled_gold_standard_assembly	2	Bacteria	superkingdom	1.0	0.9995859319493542	1450737780	1450737780	1451338733	1.0	0.999207225572638	35291	35291	35319	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	1224	Proteobacteria	phylum	0.9969345399866587	0.9999661055627901	902648212	899881180	899911682	0.991134122987446	0.9987849331713244	14099	13974	13991	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	201174	Actinobacteria	phylum	0.9680457123889528	0.9978478160728314	2627034	2543089	2548574	0.6428571428571429	0.9	14	9	10	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	976	Bacteroidetes	phylum	0.9999533140203631	0.9894239673678952	32300918	32299410	32644661	0.9985119047619048	0.9824304538799414	672	671	683	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	1239	Firmicutes	phylum	0.9999637544548337	0.9880902067833541	510104067	510085578	516233816	0.999657416923604	0.9898715774170099	20433	20426	20635	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	204428	Chlamydiae	phylum	0.0		10805	0	0	0.0		9	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	32066	Fusobacteria	phylum	0.0		1230	0	0	0.0		1	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	1236	Gammaproteobacteria	class	0.9969344656549874	0.9999417842872275	902626325	899859293	899911682	0.9911265705970044	0.9979272389393181	14087	13962	13991	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	1760	Actinobacteria	class	0.9985667946342361	0.9978478160728314	2546739	2543089	2548574	0.75	0.9	12	9	10	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	91061	Bacilli	class	0.999927794305889	0.9944032011015913	508048575	508011891	510871134	0.9997044043748152	0.9933911000146864	20298	20292	20427	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	200643	Bacteroidia	class	0.9999532071705978	0.9871645473665663	32227160	32225652	32644661	0.9984779299847792	0.9604685212298683	657	656	683	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	186801	Clostridia	class	0.9765571969328468	0.33131835898529877	1819407	1776755	5362682	0.9318181818181818	0.5913461538461539	132	123	208	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	28216	Betaproteobacteria	class	0.0		15285	0	0	0.0		8	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	84998	Coriobacteriia	class	0.0		80295	0	0	0.0		2	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	117743	Flavobacteriia	class	0.0		73758	0	0	0.0		15	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	28211	Alphaproteobacteria	class	0.0		6602	0	0	0.0		4	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	204429	Chlamydiia	class	0.0		10805	0	0	0.0		9	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	526524	Erysipelotrichia	class	0.0		3078	0	0	0.0		1	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	203490	Fusobacteriia	class	0.0		1230	0	0	0.0		1	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	91347	Enterobacterales	order	0.9970346595919767	0.9997167355362768	902332492	899656769	899911682	0.9924220760651987	0.9922092773926096	13988	13882	13991	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	1385	Bacillales	order	0.9991746000608683	0.9988088125114924	65883213	65828833	65907341	0.9731993299832495	0.9416531604538088	597	581	617	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	85009	Propionibacteriales	order	1.0	0.9978478160728314	2543089	2543089	2548574	1.0	0.9	9	9	10	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	186826	Lactobacillales	order	0.9998692276578643	0.9935809294038448	442165362	442107539	444963793	0.9996446880868991	0.9941443715295305	19701	19694	19810	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	171549	Bacteroidales	order	0.9999532071705978	0.9871645473665663	32227160	32225652	32644661	0.9984779299847792	0.9604685212298683	657	656	683	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	186802	Clostridiales	order	0.9771092824983131	0.33131835898529877	1818379	1776755	5362682	0.9389312977099237	0.5913461538461539	131	123	208	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	80840	Burkholderiales	order	0.0		12404	0	0	0.0		6	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	72274	Pseudomonadales	order	0.0		96970	0	0	0.0		26	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	84999	Coriobacteriales	order	0.0		80295	0	0	0.0		2	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	135614	Xanthomonadales	order	0.0		185968	0	0	0.0		67	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	85007	Corynebacteriales	order	0.0		1031	0	0	0.0		1	0	0	True
