sample_id	Taxon ID	Scientific name	Taxonomic rank	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size (seq)	Filtered
strmgCAMI2_short_read_pooled_gold_standard_assembly	2	Bacteria	superkingdom	1.0	0.8560470045692634	1242414175	1242414175	1451338733	1.0	0.9371726266315581	33100	33100	35319	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	2759	Eukaryota	superkingdom	0.0		90921027	0	0	0.0		896	0	0	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	1239	Firmicutes	phylum	0.9999958137647089	0.9842277089418722	508093753	508091626	516233816	0.9998995630994828	0.9649139811000726	19913	19911	20635	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	976	Bacteroidetes	phylum	0.99995276306914	0.9778832134296018	31924174	31922666	32644661	0.9984962406015038	0.972181551976574	665	664	683	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	1224	Proteobacteria	phylum	0.9999053484081825	0.7724026811777737	695159994	695094196	899911682	0.9955622540400234	0.8498320348795655	11943	11890	13991	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	201174	Actinobacteria	phylum		0.0	0	0	2548574		0.0	0	0	10	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	4890	Ascomycota	phylum	0.0		27444280	0	0	0.0		322	0	0	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	6231	Nematoda	phylum	0.0		45164982	0	0	0.0		363	0	0	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	6656	Arthropoda	phylum	0.0		2038711	0	0	0.0		15	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	6073	Cnidaria	phylum	0.0		509613	0	0	0.0		19	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	91061	Bacilli	class	0.9998872523895956	0.9817901846848133	501624822	501568265	510871134	0.9998467980798693	0.9584863171292897	19582	19579	20427	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	200643	Bacteroidia	class	0.9999527500341763	0.9776134296508701	31915367	31913859	32644661	0.9984894259818731	0.9677891654465594	662	661	683	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	1236	Gammaproteobacteria	class	0.9999070268521238	0.7714095048273859	694264973	694200425	899911682	0.9955563151598017	0.8326781502394396	11702	11650	13991	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	186801	Clostridia	class	0.9986533942967057	0.7621188427730751	4092512	4087001	5362682	0.984251968503937	0.6009615384615384	127	125	208	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	1760	Actinobacteria	class		0.0	0	0	2548574		0.0	0	0	10	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	28216	Betaproteobacteria	class	0.0		210536	0	0	0.0		107	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	147545	Eurotiomycetes	class	0.0		385841	0	0	0.0		44	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	147550	Sordariomycetes	class	0.0		26973369	0	0	0.0		252	0	0	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	119088	Enoplea	class	0.0		45164982	0	0	0.0		363	0	0	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	50557	Insecta	class	0.0		2038711	0	0	0.0		15	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	6101	Anthozoa	class	0.0		473519	0	0	0.0		17	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	186826	Lactobacillales	order	0.9996354160828419	0.980436925123029	436418044	436258933	444963793	0.9997886170268985	0.955022715800101	18923	18919	19810	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	171549	Bacteroidales	order	0.9999527500341763	0.9776134296508701	31915367	31913859	32644661	0.9984894259818731	0.9677891654465594	662	661	683	False
