G000228805	0.0001
G000230225	0.0001
G000425905	0.0001
G000814865	0.0001
G001481755	0.0001
G001653295	0.0001
G001682255	0.0001
G001773015	0.0001
G001820395	0.0001
G001983655	0.0001
G000018865	0.0005
G000022185	0.0005
G000192905	0.0005
G000192985	0.0005
G000470765	0.0005
G000568555	0.0005
G000820625	0.0005
G001705425	0.0005
G001787965	0.0005
G001975945	0.0005
G000025585	0.001
G000025885	0.001
G000180455	0.001
G000192945	0.001
G000298415	0.001
G001656255	0.001
G001823795	0.001
G001932165	0.001
G002021775	0.001
G900105895	0.001
G000022445	0.005
G000192965	0.005
G000512295	0.005
G000734015	0.005
G000934225	0.005
G001420285	0.005
G001438895	0.005
G001440465	0.005
G001623875	0.005
G001790625	0.005
G000008865	0.01
G000195185	0.01
G000228505	0.01
G000424485	0.01
G000686965	0.01
G001792465	0.01
G001820055	0.01
G001823945	0.01
G900111915	0.01
G900143165	0.01
G000332215	0.02
G000501235	0.02
G000994085	0.02
G000999865	0.02
G001070855	0.02
G001603165	0.02
G001820305	0.02
G001820715	0.02
G002009965	0.02
G900104155	0.02
G000007805	0.03
G000024225	0.03
G000144405	0.03
G000238615	0.03
G000723565	0.03
G001434395	0.03
G001560165	0.03
G001829955	0.03
G001896645	0.03
G001915695	0.03
G000424985	0.04
G000437815	0.04
G000501215	0.04
G000805385	0.04
G001438485	0.04
G001747005	0.04
G001782895	0.04
G001783035	0.04
G001788875	0.04
G001919175	0.04
G000025525	0.05
G000189775	0.05
G000218545	0.05
G000332235	0.05
G000346425	0.05
G000495735	0.05
G001629395	0.05
G001787475	0.05
G001823295	0.05
G900102515	0.05
G000420745	0.075
G000434955	0.075
G000493965	0.075
G000738005	0.075
G000826145	0.075
G001187555	0.075
G001436295	0.075
G001437075	0.075
G001467025	0.075
G001643955	0.075
G000148995	0.1
G000238255	0.1
G000350165	0.1
G000420445	0.1
G000422845	0.1
G000429005	0.1
G000620965	0.1
G000703085	0.1
G001426755	0.1
G001914855	0.1
