G000007945	-1
G000009865	-1
G000010405	-1
G000010665	-1
G000011025	-1
G000012605	-1
G000012745	-1
G000012925	-1
G000013105	-1
G000013345	-1
G000013705	-1
G000014505	-1
G000014565	-1
G000014825	-1
G000015105	-1
G000015265	-1
G000015505	-1
G000015765	-1
G000015885	-1
G000016285	-1
G000016825	-1
G000017425	-1
G000017685	-1
G000018025	-1
G000018365	-1
G000018465	-1
G000019205	-1
G000019525	-1
G000020985	-1
G000021825	-1
G000021985	-1
G000022005	-1
G000022365	-1
G000022545	-1
G000022885	-1
G000023125	-1
G000023225	-1
G000023405	-1
G000023585	-1
G000023705	-1
G000023785	-1
G000023825	-1
G000023985	-1
G000024165	-1
G000024865	-1
G000024885	-1
G000025965	-1
G000058485	-1
G000060345	-1
G000092365	-1
G000092825	-1
G000093085	-1
G000143765	-1
G000143825	-1
G000144605	-1
G000147335	-1
G000148385	-1
G000151205	-1
G000152725	-1
G000152845	-1
G000152865	-1
G000153065	-1
G000153125	-1
G000153725	-1
G000153825	-1
G000154225	-1
G000154705	-1
G000155435	-1
G000155495	-1
G000155735	-1
G000155875	-1
G000155895	-1
G000156175	-1
G000156215	-1
G000156435	-1
G000157895	-1
G000157915	-1
G000157935	-1
G000157955	-1
G000158155	-1
G000158215	-1
G000158615	-1
G000158915	-1
G000159315	-1
G000159435	-1
G000160095	-1
G000160575	-1
G000160655	-1
G000160695	-1
G000161755	-1
G000161775	-1
G000162575	-1
G000162755	-1
G000163695	-1
G000165485	-1
G000166275	-1
G000166295	-1
G000171235	-1
G000171875	-1
G000173355	-1
G000173915	-1
G000177075	-1
G000178255	-1
G000179235	-1
G000179255	-1
G000179395	-1
G000179555	-1
G000183565	-1
G000183685	-1
G000185725	-1
G000185925	-1
G000186165	-1
G000186205	-1
G000187465	-1
G000187895	-1
G000187995	-1
G000191545	-1
G000192225	-1
G000192745	-1
G000194135	-1
G000194155	-1
G000194925	-1
G000195835	-1
G000196235	-1
G000196255	-1
G000196855	-1
G000196875	-1
G000196895	-1
G000202835	-1
G000204605	-1
G000209655	-1
G000210615	-1
G000213295	-1
G000213805	-1
G000214415	-1
G000214785	-1
G000215105	-1
G000215705	-1
G000218745	-1
G000218875	-1
G000218895	-1
G000220175	-1
G000220335	-1
G000221185	-1
G000222485	-1
G000224085	-1
G000224715	-1
G000224785	-1
G000225005	-1
G000226215	-1
G000226625	-1
G000226875	-1
G000227505	-1
G000230895	-1
G000231035	-1
G000231385	-1
G000233435	-1
G000233655	-1
G000233695	-1
G000233775	-1
G000235605	-1
G000236035	-1
G000236405	-1
G000236565	-1
G000237145	-1
G000238375	-1
G000239355	-1
G000241465	-1
G000242715	-1
G000242835	-1
G000242935	-1
G000243455	-1
G000244755	-1
G000245555	-1
G000245775	-1
G000246895	-1
G000246985	-1
G000247715	-1
G000252125	-1
G000255115	-1
G000258175	-1
G000260135	-1
G000260635	-1
G000262245	-1
G000262545	-1
G000264055	-1
G000265245	-1
G000265295	-1
G000265365	-1
G000265385	-1
G000266905	-1
G000269565	-1
G000275725	-1
G000276685	-1
G000278155	-1
G000283315	-1
G000283615	-1
G000284015	-1
G000286315	-1
G000286335	-1
G000286395	-1
G000287055	-1
G000291825	-1
G000292245	-1
G000295715	-1
G000296695	-1
G000297025	-1
G000297135	-1
G000297395	-1
G000297495	-1
G000297555	-1
G000300005	-1
G000300115	-1
G000300235	-1
G000300335	-1
G000300995	-1
G000302455	-1
G000304215	-1
G000305935	-1
G000306115	-1
G000307875	-1
G000308635	-1
G000308695	-1
G000308795	-1
G000309865	-1
G000311745	-1
G000311765	-1
G000312025	-1
G000312425	-1
G000314995	-1
G000315235	-1
G000315585	-1
G000316645	-1
G000317595	-1
G000317615	-1
G000317635	-1
G000317855	-1
G000317975	-1
G000319245	-1
G000320365	-1
G000328565	-1
G000328705	-1
G000331025	-1
G000331285	-1
G000331735	-1
G000332075	-1
G000332255	-1
G000332355	-1
G000333395	-1
G000334895	-1
G000335475	-1
G000336875	-1
G000336915	-1
G000336935	-1
G000337035	-1
G000337195	-1
G000337355	-1
G000337375	-1
G000340885	-1
G000341025	-1
G000341125	-1
G000341795	-1
G000344275	-1
G000348905	-1
G000349325	-1
G000349545	-1
G000349725	-1
G000350105	-1
G000350125	-1
G000350525	-1
G000353285	-1
G000367205	-1
G000368025	-1
G000368565	-1
G000368825	-1
G000368865	-1
G000368925	-1
G000371785	-1
G000371825	-1
G000372845	-1
G000373265	-1
G000373365	-1
G000373745	-1
G000373805	-1
G000373985	-1
G000374305	-1
G000374345	-1
G000374445	-1
G000376105	-1
G000376225	-1
G000376265	-1
G000376565	-1
G000376885	-1
G000377005	-1
G000378345	-1
G000378485	-1
G000378625	-1
G000378745	-1
G000378765	-1
G000378965	-1
G000379185	-1
G000379365	-1
G000379845	-1
G000379985	-1
G000380125	-1
G000380925	-1
G000381345	-1
G000381365	-1
G000381885	-1
G000381965	-1
G000382145	-1
G000382225	-1
G000382385	-1
G000383315	-1
G000383415	-1
G000383535	-1
G000383795	-1
G000384035	-1
G000384175	-1
G000384615	-1
G000384635	-1
G000388115	-1
G000389905	-1
G000397065	-1
G000401255	-1
G000402095	-1
G000402755	-1
G000403255	-1
G000403315	-1
G000403355	-1
G000405325	-1
G000405625	-1
G000406785	-1
G000406905	-1
G000406925	-1
G000409605	-1
G000409775	-1
G000414175	-1
G000416025	-1
G000418365	-1
G000419485	-1
G000420145	-1
G000420245	-1
G000420325	-1
G000420505	-1
G000420745	-1
G000421065	-1
G000421245	-1
G000421345	-1
G000421625	-1
G000422165	-1
G000422265	-1
G000422345	-1
G000422465	-1
G000422485	-1
G000422625	-1
G000422765	-1
G000422985	-1
G000423025	-1
G000423165	-1
G000423385	-1
G000423425	-1
G000423445	-1
G000423565	-1
G000423585	-1
G000423745	-1
G000423785	-1
G000423865	-1
G000424145	-1
G000424665	-1
G000425165	-1
G000425265	-1
G000425285	-1
G000425305	-1
G000425345	-1
G000425545	-1
G000425705	-1
G000426125	-1
G000426885	-1
G000427425	-1
G000427445	-1
G000427785	-1
G000428065	-1
G000428805	-1
G000428825	-1
G000428845	-1
G000428925	-1
G000428985	-1
G000429125	-1
G000429265	-1
G000429425	-1
G000429645	-1
G000429785	-1
G000429825	-1
G000430025	-1
G000430525	-1
G000430545	-1
G000430585	-1
G000430665	-1
G000430765	-1
