sample_id	Taxon ID	Scientific name	Taxonomic rank	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size (seq)	Filtered
strmgCAMI2_short_read_pooled_gold_standard_assembly	2	Bacteria	superkingdom	1.0	0.9986015029063515	1449309040	1449309040	1451338733	1.0	0.9981030040488122	35252	35252	35319	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	1224	Proteobacteria	phylum	0.9998056254251204	0.9996515813648478	899773029	899598136	899911682	0.9939884062119803	0.9927095990279465	13973	13889	13991	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	976	Bacteroidetes	phylum	0.99909395431963	0.9985685561262223	32627494	32597932	32644661	0.9739130434782609	0.9838945827232797	690	672	683	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	201174	Actinobacteria	phylum	0.9132716749886518	0.9978478160728314	2784592	2543089	2548574	0.1836734693877551	0.9	49	9	10	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	1239	Firmicutes	phylum	0.9996586260930903	0.9948497329744861	513750455	513575074	516233816	0.9979533161151991	0.9924400290768113	20521	20479	20635	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	32066	Fusobacteria	phylum	0.0		2309	0	0	0.0		2	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	204428	Chlamydiae	phylum	0.0		10991	0	0	0.0		9	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	1236	Gammaproteobacteria	class	0.9998138413354649	0.9994536252725298	899587459	899419993	899911682	0.9942536991811521	0.9893502966192552	13922	13842	13991	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	91061	Bacilli	class	0.999649488931152	0.9992755276715243	510680021	510501022	510871134	0.9979373342500737	0.9947618348264552	20362	20320	20427	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	200643	Bacteroidia	class	0.9993964349744685	0.9985252412331682	32616204	32596518	32644661	0.9824304538799414	0.9824304538799414	683	671	683	False
strmgCAMI2_short_read_pooled_gold_standard_assembly	1760	Actinobacteria	class	0.9570235089132161	0.9978478160728314	2657290	2543089	2548574	0.2	0.9	45	9	10	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	186801	Clostridia	class	0.9745820659813228	0.5443099180596574	2995090	2918961	5362682	0.9150326797385621	0.6730769230769231	153	140	208	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	203490	Fusobacteriia	class	0.0		2309	0	0	0.0		2	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	28216	Betaproteobacteria	class	0.0		140547	0	0	0.0		31	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	526524	Erysipelotrichia	class	0.0		46413	0	0	0.0		2	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	204429	Chlamydiia	class	0.0		10991	0	0	0.0		9	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	28211	Alphaproteobacteria	class	0.0		39598	0	0	0.0		17	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	84998	Coriobacteriia	class	0.0		127302	0	0	0.0		4	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	117743	Flavobacteriia	class	0.0		11290	0	0	0.0		7	0	0	True
strmgCAMI2_short_read_pooled_gold_standard_assembly	1737404	Tissierellia	class	0.0		28931	0	0	0.0		4	0	0	True
